species,gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster
Tree shrew,MYO6,8.34E-175,-0.545005236,0.087,0.274,2.58E-170,T cells
Tree shrew,UBE2E3,9.47E-175,0.645933314,0.333,0.218,2.93E-170,T cells
Tree shrew,TCAF2li1,1.23E-174,-0.395082135,0.033,0.183,3.80E-170,T cells
Tree shrew,NSL1,1.67E-174,-0.603868721,0.151,0.365,5.16E-170,T cells
Tree shrew,MOB1A,2.21E-174,0.63956324,0.368,0.245,6.83E-170,T cells
Tree shrew,SIK1,3.73E-174,0.66503044,0.522,0.404,1.15E-169,T cells
Tree shrew,ARHGEF6li1,7.14E-174,0.606917609,0.361,0.262,2.21E-169,T cells
Tree shrew,FLI1li1,8.17E-174,0.633406417,0.214,0.073,2.53E-169,T cells
Tree shrew,POP4,1.42E-173,0.575575124,0.19,0.083,4.39E-169,T cells
Tree shrew,CLEC2L,2.67E-173,-0.551590716,0.017,0.153,8.26E-169,T cells
Tree shrew,TPD52L1,4.13E-173,-0.354795818,0.018,0.15,1.28E-168,T cells
Tree shrew,UNC5C,4.70E-173,-0.932910416,0.029,0.179,1.45E-168,T cells
Tree shrew,ITGA2,8.09E-173,0.734435953,0.634,0.46,2.50E-168,T cells
Tree shrew,SEMA3F,1.42E-172,-0.671996638,0.024,0.168,4.39E-168,T cells
Tree shrew,LAMA5,1.70E-172,-0.477577757,0.037,0.191,5.24E-168,T cells
Tree shrew,AFDN,2.41E-172,-0.415915758,0.026,0.169,7.45E-168,T cells
Tree shrew,NT5C1A,2.63E-172,-0.350259168,0.012,0.14,8.13E-168,T cells
Tree shrew,HIF3A,1.45E-171,-0.59722284,0.016,0.15,4.49E-167,T cells
Tree shrew,RAC1,1.60E-171,-0.623152834,0.255,0.485,4.93E-167,T cells
Tree shrew,UPP1,2.42E-171,-0.787415511,0.033,0.183,7.50E-167,T cells
Tree shrew,ZZEF1li1,3.00E-171,0.598270983,0.252,0.134,9.28E-167,T cells
Tree shrew,MSS51,3.55E-171,0.579905429,0.23,0.12,1.10E-166,T cells
Tree shrew,MCFD2,4.73E-171,-0.366853538,0.08,0.253,1.46E-166,T cells
Tree shrew,MYO9B,6.07E-171,0.638930231,0.273,0.139,1.88E-166,T cells
Tree shrew,PLXND1,1.49E-170,-0.561777198,0.029,0.176,4.61E-166,T cells
Tree shrew,LPGAT1,2.52E-170,-0.471889809,0.174,0.387,7.79E-166,T cells
Tree shrew,GAA,3.32E-170,-0.424787076,0.075,0.249,1.03E-165,T cells
Tree shrew,LRP12,7.27E-170,-0.38750973,0.028,0.172,2.25E-165,T cells
Tree shrew,CDK12,7.73E-170,0.621943262,0.349,0.237,2.39E-165,T cells
Tree shrew,FAM20B,7.80E-170,-0.416433555,0.067,0.239,2.41E-165,T cells
Tree shrew,IFNGR2,1.21E-169,-0.40347717,0.02,0.155,3.74E-165,T cells
Tree shrew,KMT2E,1.44E-169,0.648393331,0.457,0.331,4.45E-165,T cells
Tree shrew,DHTKD1li1,1.81E-169,-0.405352279,0.035,0.187,5.59E-165,T cells
Tree shrew,ARPC4,2.01E-169,0.574373387,0.431,0.367,6.20E-165,T cells
Tree shrew,VAT1,3.19E-169,-0.490847575,0.12,0.312,9.88E-165,T cells
Tree shrew,RARB,3.85E-169,-0.815009446,0.027,0.169,1.19E-164,T cells
Tree shrew,CENPC,3.87E-169,0.605098323,0.294,0.193,1.20E-164,T cells
Tree shrew,ADD3,5.45E-169,0.681754265,0.352,0.181,1.68E-164,T cells
Tree shrew,GPX4,5.46E-169,-0.626319927,0.346,0.574,1.69E-164,T cells
Tree shrew,PLAU,8.08E-169,-0.824817401,0.033,0.181,2.50E-164,T cells
Tree shrew,PGM5,8.28E-169,-0.587015161,0.029,0.177,2.56E-164,T cells
Tree shrew,IRX3,1.19E-168,-0.628623811,0.012,0.138,3.67E-164,T cells
Tree shrew,SOX18,1.19E-168,-0.657655252,0.012,0.139,3.69E-164,T cells
Tree shrew,RNF19B,1.92E-168,0.620552594,0.245,0.135,5.95E-164,T cells
Tree shrew,LRP5,2.80E-168,-0.479045396,0.03,0.176,8.67E-164,T cells
Tree shrew,MCM3,3.41E-168,0.489896859,0.14,0.04,1.06E-163,T cells
Tree shrew,FER,3.48E-168,-0.335479606,0.018,0.144,1.08E-163,T cells
Tree shrew,CYB5Bli2,3.83E-168,-0.520045732,0.15,0.356,1.19E-163,T cells
Tree shrew,DSP,4.20E-168,-0.334426309,0.01,0.13,1.30E-163,T cells
Tree shrew,TBC1D8,4.88E-168,-0.335121156,0.029,0.165,1.51E-163,T cells
Tree shrew,HOXB7,5.33E-168,-0.509486415,0.013,0.14,1.65E-163,T cells
Tree shrew,B3GNT5,5.41E-168,0.452587251,0.133,0.027,1.67E-163,T cells
Tree shrew,RGS14,6.86E-168,0.366190082,0.111,0.018,2.12E-163,T cells
Tree shrew,LIN1li49,8.25E-168,-0.580058557,0.012,0.138,2.55E-163,T cells
Tree shrew,SERINC1,1.14E-167,-0.519277466,0.225,0.448,3.51E-163,T cells
Tree shrew,PRC1li1,1.14E-167,0.468183024,0.103,0.018,3.52E-163,T cells
Tree shrew,SMCHD1,1.86E-167,0.596868759,0.285,0.204,5.74E-163,T cells
Tree shrew,RIPK2,3.21E-167,-0.361419472,0.027,0.166,9.91E-163,T cells
Tree shrew,CAB39L,3.40E-167,-0.313232502,0.007,0.119,1.05E-162,T cells
Tree shrew,LHFPL2,5.94E-167,-0.480573432,0.01,0.132,1.84E-162,T cells
Tree shrew,GRB10,6.33E-167,-0.557627216,0.009,0.131,1.96E-162,T cells
Tree shrew,RHOJ,1.01E-166,-0.632401446,0.013,0.14,3.12E-162,T cells
Tree shrew,ITGB1,1.73E-166,0.572904144,0.617,0.556,5.36E-162,T cells
Tree shrew,GLS,2.99E-166,0.634212428,0.426,0.353,9.26E-162,T cells
Tree shrew,ICAM1,4.48E-166,-0.482469314,0.037,0.189,1.39E-161,T cells
Tree shrew,ACTR2,5.25E-166,0.543154342,0.481,0.405,1.62E-161,T cells
Tree shrew,ZC3H12C,1.23E-165,-0.40678222,0.031,0.175,3.80E-161,T cells
Tree shrew,CEMIP2,1.31E-165,-1.124697897,0.113,0.3,4.06E-161,T cells
Tree shrew,RNF103,2.17E-165,-0.463580627,0.218,0.436,6.71E-161,T cells
Tree shrew,RNF11,5.08E-165,-0.517057749,0.253,0.478,1.57E-160,T cells
Tree shrew,INPP4A,5.35E-165,0.610780567,0.27,0.166,1.66E-160,T cells
Tree shrew,MYOF,5.76E-165,-0.592428,0.016,0.147,1.78E-160,T cells
Tree shrew,PRDM4,6.34E-165,-0.893894781,0.064,0.231,1.96E-160,T cells
Tree shrew,MBD2,7.51E-165,0.539490625,0.37,0.29,2.32E-160,T cells
Tree shrew,CDKN2B,2.21E-164,0.607902366,0.138,0.038,6.84E-160,T cells
Tree shrew,ROCK2,2.36E-164,-0.571748701,0.269,0.496,7.31E-160,T cells
Tree shrew,GYPC,6.69E-164,-0.908734156,0.228,0.442,2.07E-159,T cells
Tree shrew,CTCF,8.68E-164,0.545107353,0.342,0.262,2.68E-159,T cells
Tree shrew,GRIN3A,1.04E-163,-0.359681658,0.009,0.126,3.22E-159,T cells
Tree shrew,MID1IP1,1.25E-163,-0.532245014,0.028,0.168,3.88E-159,T cells
Tree shrew,KIFC3,1.35E-163,-0.363141804,0.016,0.141,4.17E-159,T cells
Tree shrew,GMIP,2.00E-163,0.426572663,0.134,0.029,6.20E-159,T cells
Tree shrew,PCCB,2.89E-163,-0.501476288,0.097,0.282,8.92E-159,T cells
Tree shrew,MYC,3.36E-163,0.677523215,0.301,0.212,1.04E-158,T cells
Tree shrew,DEPP1,4.58E-163,-0.94520082,0.068,0.239,1.42E-158,T cells
Tree shrew,TRIM47,9.04E-163,-0.334532049,0.021,0.15,2.80E-158,T cells
Tree shrew,ANK3,1.15E-162,-0.351663688,0.012,0.134,3.55E-158,T cells
Tree shrew,ANTXR1,1.22E-162,-0.309165388,0.01,0.128,3.77E-158,T cells
Tree shrew,RASSF2,1.43E-162,0.553142914,0.235,0.081,4.43E-158,T cells
Tree shrew,ZDHHC2,1.59E-162,-0.299185371,0.01,0.123,4.90E-158,T cells
Tree shrew,PCYOX1,1.93E-162,-0.392918957,0.071,0.238,5.96E-158,T cells
Tree shrew,TWSG1,2.98E-162,-0.407665523,0.041,0.191,9.22E-158,T cells
Tree shrew,FAH,4.22E-162,0.654673131,0.311,0.204,1.30E-157,T cells
Tree shrew,RIPOR1,4.89E-162,-0.425899392,0.029,0.167,1.51E-157,T cells
Tree shrew,SMIM14,5.61E-162,-0.393442061,0.099,0.278,1.73E-157,T cells
Tree shrew,DNM3,7.20E-162,-0.730377766,0.016,0.144,2.23E-157,T cells
Tree shrew,APOBEC3Fli3,8.02E-162,0.601555396,0.244,0.133,2.48E-157,T cells
Tree shrew,ADAM5,8.84E-162,-0.423977918,0.038,0.187,2.73E-157,T cells
Tree shrew,EZH2,9.38E-162,0.526481236,0.137,0.04,2.90E-157,T cells
Tree shrew,PID1,1.02E-161,-0.321015656,0.012,0.13,3.16E-157,T cells
Tree shrew,EFS,1.07E-161,-0.357735876,0.011,0.128,3.30E-157,T cells
Tree shrew,SPAG9,2.00E-161,-0.464639668,0.121,0.313,6.18E-157,T cells
Tree shrew,GCC2,2.30E-161,0.557463134,0.325,0.266,7.12E-157,T cells
Tree shrew,HMGCS1,2.66E-161,-0.723186318,0.086,0.266,8.23E-157,T cells
Tree shrew,1A01li6,2.84E-161,0.696541834,0.493,0.297,8.78E-157,T cells
Tree shrew,PPFIA4,5.28E-161,-0.315390262,0.014,0.135,1.63E-156,T cells
Tree shrew,HEXA,8.52E-161,-0.373360538,0.049,0.201,2.63E-156,T cells
Tree shrew,RACGAP1,1.42E-160,0.528349886,0.143,0.037,4.38E-156,T cells
Tree shrew,ANO5,2.72E-160,-0.269457267,0.009,0.119,8.40E-156,T cells
Tree shrew,PARK7li1,2.72E-160,-0.611751709,0.329,0.553,8.42E-156,T cells
Tree shrew,COX6A1li1,2.95E-160,-0.771727342,0.758,0.83,9.13E-156,T cells
Tree shrew,STOM,3.24E-160,-0.519086811,0.012,0.133,1.00E-155,T cells
Tree shrew,TMEM204,3.52E-160,-0.70919396,0.028,0.169,1.09E-155,T cells
Tree shrew,PIK3IP1,4.45E-160,0.555933244,0.171,0.068,1.38E-155,T cells
Tree shrew,WDR13,5.32E-160,-0.391927498,0.043,0.193,1.64E-155,T cells
Tree shrew,SBF2,6.34E-160,-0.367599114,0.014,0.136,1.96E-155,T cells
Tree shrew,DCUN1D4,7.95E-160,0.524448367,0.178,0.143,2.46E-155,T cells
Tree shrew,PNLIPRP2,8.84E-160,-0.35850522,0.009,0.125,2.73E-155,T cells
Tree shrew,ID1,1.70E-159,-0.785587447,0.052,0.211,5.27E-155,T cells
Tree shrew,ATF4li1,3.19E-159,0.518807294,0.647,0.583,9.88E-155,T cells
Tree shrew,ZFYVE9,3.23E-159,-0.338368353,0.028,0.163,1.00E-154,T cells
Tree shrew,RBKS,3.40E-159,-0.393879369,0.047,0.195,1.05E-154,T cells
Tree shrew,TLN1,3.52E-159,0.489396289,0.653,0.591,1.09E-154,T cells
Tree shrew,MYO1D,3.68E-159,-0.333063642,0.027,0.16,1.14E-154,T cells
Tree shrew,ITPRID2,5.26E-159,-0.415037457,0.093,0.268,1.63E-154,T cells
Tree shrew,SPIRE1,5.27E-159,-0.321217592,0.013,0.132,1.63E-154,T cells
Tree shrew,CCM2L,5.88E-159,-0.671146818,0.019,0.149,1.82E-154,T cells
Tree shrew,MARK1li1,6.22E-159,-0.263105586,0.011,0.121,1.92E-154,T cells
Tree shrew,SELENON,1.98E-158,-0.393817488,0.023,0.155,6.12E-154,T cells
Tree shrew,GPM6A,2.53E-158,-0.608016865,0.012,0.132,7.82E-154,T cells
Tree shrew,LORF2li313,2.58E-158,-0.4687726,0.007,0.12,7.99E-154,T cells
Tree shrew,HOXB3,3.37E-158,-0.657913057,0.054,0.213,1.04E-153,T cells
Tree shrew,RMDN2,3.79E-158,-0.394141403,0.038,0.181,1.17E-153,T cells
Tree shrew,MDH1li1,4.75E-158,-0.815922131,0.323,0.511,1.47E-153,T cells
Tree shrew,ARL4A,5.27E-158,-0.591978293,0.08,0.251,1.63E-153,T cells
Tree shrew,KCNF1,5.62E-158,-0.338068845,0.01,0.126,1.74E-153,T cells
Tree shrew,TCF7L1,8.35E-158,-0.543189004,0.012,0.133,2.58E-153,T cells
Tree shrew,SDCBPli1,1.11E-157,-0.637094384,0.263,0.483,3.44E-153,T cells
Tree shrew,SH3BGRL,1.34E-157,-0.35501097,0.025,0.157,4.13E-153,T cells
Tree shrew,STOX2,1.36E-157,-0.447786044,0.008,0.123,4.22E-153,T cells
Tree shrew,CLTC,1.57E-157,-0.611138273,0.305,0.524,4.85E-153,T cells
Tree shrew,ABCC5li1,1.90E-157,-0.350598248,0.062,0.217,5.88E-153,T cells
Tree shrew,RBPMS,2.35E-157,-0.494923438,0.016,0.141,7.27E-153,T cells
Tree shrew,SPTLC2,2.78E-157,-0.472512883,0.101,0.283,8.60E-153,T cells
Tree shrew,ARID1A,2.86E-157,0.543028588,0.33,0.252,8.86E-153,T cells
Tree shrew,LORF2li16,3.02E-157,-0.581772341,0.055,0.212,9.33E-153,T cells
Tree shrew,PER3,3.06E-157,-0.608100546,0.026,0.163,9.47E-153,T cells
Tree shrew,TFPI,4.71E-157,-0.627691571,0.01,0.128,1.46E-152,T cells
Tree shrew,HNRNPH2li1,6.35E-157,0.571016459,0.678,0.583,1.97E-152,T cells
Tree shrew,DHX9,7.48E-157,0.467303357,0.454,0.416,2.31E-152,T cells
Tree shrew,RBM25,8.00E-157,0.498777136,0.478,0.433,2.47E-152,T cells
Tree shrew,KLHDC8B,1.92E-156,-0.292753634,0.014,0.128,5.93E-152,T cells
Tree shrew,ACAT2,2.60E-156,-0.676353183,0.196,0.405,8.05E-152,T cells
Tree shrew,XRN2li1,2.79E-156,0.501951497,0.399,0.35,8.64E-152,T cells
Tree shrew,EXOC3L2,3.00E-156,-0.597826151,0.014,0.135,9.28E-152,T cells
Tree shrew,FAM131C,3.10E-156,-0.363146691,0.029,0.162,9.58E-152,T cells
Tree shrew,TSPO,3.68E-156,-0.586616237,0.316,0.539,1.14E-151,T cells
Tree shrew,ITGB8,1.14E-155,-0.358819505,0.013,0.131,3.54E-151,T cells
Tree shrew,ANTKMT,1.23E-155,-0.520553498,0.16,0.362,3.80E-151,T cells
Tree shrew,NIPBL,1.82E-155,0.531260647,0.517,0.456,5.64E-151,T cells
Tree shrew,QRICH1,2.04E-155,0.541485389,0.45,0.362,6.30E-151,T cells
Tree shrew,STAB1,2.33E-155,-0.56289524,0.014,0.135,7.20E-151,T cells
Tree shrew,CD300LG,5.02E-155,-0.600299343,0.007,0.116,1.55E-150,T cells
Tree shrew,LZTS2,8.34E-155,-0.323046953,0.021,0.146,2.58E-150,T cells
Tree shrew,VSTM4,8.99E-155,-0.285308389,0.01,0.122,2.78E-150,T cells
Tree shrew,SLC16A9,1.08E-154,-0.384586326,0.01,0.124,3.34E-150,T cells
Tree shrew,CCR2,1.69E-154,0.448832219,0.112,0.02,5.23E-150,T cells
Tree shrew,RRP1B,1.73E-154,0.56783127,0.253,0.149,5.34E-150,T cells
Tree shrew,RNF130,1.73E-154,-0.483778635,0.07,0.236,5.36E-150,T cells
Tree shrew,CEP85,2.57E-154,0.49930315,0.824,0.761,7.96E-150,T cells
Tree shrew,FRMD6,2.76E-154,-0.476388144,0.063,0.222,8.54E-150,T cells
Tree shrew,GET1,2.87E-154,-0.338546079,0.04,0.179,8.88E-150,T cells
Tree shrew,ETNK2,3.71E-154,-0.308454684,0.013,0.128,1.15E-149,T cells
Tree shrew,RB1,4.58E-154,-0.673707109,0.186,0.388,1.42E-149,T cells
Tree shrew,SUMO2,4.95E-154,0.448798066,0.722,0.672,1.53E-149,T cells
Tree shrew,RAB31,5.32E-154,-0.367619572,0.025,0.157,1.64E-149,T cells
Tree shrew,ABHD3,6.28E-154,-0.512497329,0.127,0.315,1.94E-149,T cells
Tree shrew,MMP25,6.98E-154,0.389689871,0.106,0.017,2.16E-149,T cells
Tree shrew,ARID5B,1.75E-153,0.605804596,0.57,0.494,5.40E-149,T cells
Tree shrew,CNOT4,2.18E-153,0.55478291,0.372,0.317,6.73E-149,T cells
Tree shrew,UBN2,2.20E-153,0.531275467,0.357,0.319,6.82E-149,T cells
Tree shrew,FAM107B,2.24E-153,0.866934956,0.53,0.403,6.94E-149,T cells
Tree shrew,REPS2,2.25E-153,-0.265455834,0.011,0.122,6.97E-149,T cells
Tree shrew,SQSTM1,3.57E-153,-0.409209451,0.128,0.313,1.11E-148,T cells
Tree shrew,CCDC47,3.89E-153,-0.415320777,0.112,0.293,1.20E-148,T cells
Tree shrew,MAP4K1,4.52E-153,0.408473901,0.135,0.035,1.40E-148,T cells
Tree shrew,TSPAN31,5.05E-153,-0.422573743,0.127,0.314,1.56E-148,T cells
Tree shrew,KCNE4,5.37E-153,-0.449269885,0.026,0.157,1.66E-148,T cells
Tree shrew,PRRC2C,7.84E-153,0.463977818,0.636,0.593,2.43E-148,T cells
Tree shrew,PDE2A,1.16E-152,-0.381339358,0.026,0.157,3.58E-148,T cells
Tree shrew,GSTM1li1,1.40E-152,-0.360657734,0.022,0.147,4.34E-148,T cells
Tree shrew,CAMK1,1.47E-152,-0.388302793,0.041,0.185,4.56E-148,T cells
Tree shrew,DAP3,2.29E-152,0.57769435,0.334,0.236,7.07E-148,T cells
Tree shrew,CHURC1,6.43E-152,-0.678661746,0.217,0.42,1.99E-147,T cells
Tree shrew,GREB1L,7.44E-152,-0.297422318,0.011,0.121,2.30E-147,T cells
Tree shrew,RHOU,7.56E-152,-0.426444947,0.013,0.13,2.34E-147,T cells
Tree shrew,CRTAP,1.62E-151,-0.391644332,0.09,0.258,5.01E-147,T cells
Tree shrew,CACNB4,1.96E-151,-0.311229993,0.017,0.135,6.06E-147,T cells
Tree shrew,CCSER1,2.12E-151,-0.300486064,0.006,0.11,6.56E-147,T cells
Tree shrew,MSRB3,3.12E-151,-0.528345426,0.007,0.116,9.65E-147,T cells
Tree shrew,TMBIM1,3.13E-151,-0.44042944,0.116,0.296,9.68E-147,T cells
Tree shrew,SERPINB9li3,4.25E-151,0.57816585,0.48,0.414,1.31E-146,T cells
Tree shrew,GUCY1B1,4.35E-151,-0.430789278,0.03,0.165,1.35E-146,T cells
Tree shrew,KANK1,4.44E-151,-0.387412703,0.025,0.151,1.37E-146,T cells
Tree shrew,CAV2,5.20E-151,-0.501734721,0.033,0.166,1.61E-146,T cells
Tree shrew,AGTR2,5.90E-151,-0.497556156,0.016,0.136,1.83E-146,T cells
Tree shrew,MYCT1,5.97E-151,-0.53297689,0.009,0.12,1.85E-146,T cells
Tree shrew,WNK1,5.99E-151,0.555502301,0.431,0.354,1.85E-146,T cells
Tree shrew,LMNB1,6.12E-151,0.509259533,0.165,0.045,1.89E-146,T cells
Tree shrew,CAVIN1,7.01E-151,-0.514675102,0.01,0.124,2.17E-146,T cells
Tree shrew,NT5C3A,7.95E-151,0.552208689,0.319,0.241,2.46E-146,T cells
Tree shrew,HLA-E,8.45E-151,0.61842251,0.328,0.154,2.61E-146,T cells
Tree shrew,GRAMD1B,1.78E-150,-0.357275874,0.05,0.192,5.51E-146,T cells
Tree shrew,BCAT1,1.98E-150,0.693188999,0.358,0.194,6.12E-146,T cells
Tree shrew,ST7,2.72E-150,-0.350102255,0.051,0.197,8.42E-146,T cells
Tree shrew,DNAJC6,3.53E-150,-0.354363407,0.028,0.159,1.09E-145,T cells
Tree shrew,TMEM205,3.57E-150,-0.431741872,0.099,0.272,1.10E-145,T cells
Tree shrew,MPP5,4.03E-150,-0.376589242,0.014,0.132,1.25E-145,T cells
Tree shrew,ITGB5,4.33E-150,-0.316908523,0.008,0.114,1.34E-145,T cells
Tree shrew,EPS8,4.86E-150,-0.331248279,0.012,0.122,1.50E-145,T cells
Tree shrew,SDK2,5.16E-150,-0.298805722,0.013,0.125,1.60E-145,T cells
Tree shrew,WDFY2,6.29E-150,0.56485096,0.177,0.092,1.95E-145,T cells
Tree shrew,RASGRP3,7.10E-150,-0.577220558,0.012,0.128,2.20E-145,T cells
Tree shrew,UBL3,7.13E-150,-0.483544653,0.254,0.467,2.21E-145,T cells
Tree shrew,HIPK2,8.96E-150,-0.481832225,0.206,0.411,2.77E-145,T cells
Tree shrew,CTTNBP2NL,9.04E-150,-0.476155726,0.017,0.138,2.80E-145,T cells
Tree shrew,ITGA6,1.13E-149,-0.631785191,0.218,0.427,3.49E-145,T cells
Tree shrew,KRT10,1.48E-149,-0.377062835,0.053,0.2,4.57E-145,T cells
Tree shrew,DHCR7,1.83E-149,-0.51828527,0.061,0.218,5.66E-145,T cells
Tree shrew,BCAM,2.90E-149,-0.490712319,0.02,0.143,8.96E-145,T cells
Tree shrew,NF1,5.40E-149,-0.361567308,0.069,0.225,1.67E-144,T cells
Tree shrew,HELLS,9.02E-149,0.496013359,0.168,0.078,2.79E-144,T cells
Tree shrew,SSH2,1.14E-148,0.641359443,0.27,0.127,3.52E-144,T cells
Tree shrew,JDP2,2.13E-148,-0.539216709,0.024,0.153,6.59E-144,T cells
Tree shrew,CDC42-AS-1,3.43E-148,0.643701352,0.328,0.184,1.06E-143,T cells
Tree shrew,PHKB,3.93E-148,-0.279788387,0.063,0.206,1.22E-143,T cells
Tree shrew,RND3,5.96E-148,-0.430561681,0.021,0.143,1.84E-143,T cells
Tree shrew,TMEM65,6.94E-148,-0.374480846,0.088,0.25,2.15E-143,T cells
Tree shrew,INPP1,8.78E-148,-0.567363664,0.065,0.224,2.72E-143,T cells
Tree shrew,EEA1,1.09E-147,-0.383146058,0.142,0.323,3.37E-143,T cells
Tree shrew,MYEF2,1.16E-147,-0.258688823,0.011,0.118,3.59E-143,T cells
Tree shrew,FAM107Ali1,1.54E-147,-0.573127524,0.01,0.121,4.76E-143,T cells
Tree shrew,RBMS2,1.56E-147,-0.581494646,0.04,0.182,4.82E-143,T cells
Tree shrew,RPL5li46,1.74E-147,0.378488068,0.934,0.9,5.39E-143,T cells
Tree shrew,NFE2L1,2.16E-147,-0.450628861,0.175,0.372,6.68E-143,T cells
Tree shrew,ZNF618,2.54E-147,-0.335928006,0.016,0.133,7.86E-143,T cells
Tree shrew,EGR1,2.57E-147,-1.196071473,0.315,0.497,7.94E-143,T cells
Tree shrew,SHTN1,3.02E-147,-0.326878156,0.009,0.114,9.35E-143,T cells
Tree shrew,ARHGAP32,3.51E-147,-0.28858829,0.013,0.124,1.09E-142,T cells
Tree shrew,CASC4,4.11E-147,-0.381039655,0.109,0.281,1.27E-142,T cells
Tree shrew,ARHGEF18li1,4.92E-147,0.53481262,0.174,0.067,1.52E-142,T cells
Tree shrew,CROT,5.28E-147,-0.487173681,0.051,0.201,1.63E-142,T cells
Tree shrew,STAT1,5.72E-147,0.595497368,0.446,0.355,1.77E-142,T cells
Tree shrew,RPRD1A,6.18E-147,-0.289552095,0.024,0.146,1.91E-142,T cells
Tree shrew,ANXA6,7.09E-147,0.543504303,0.294,0.216,2.19E-142,T cells
Tree shrew,KCNRG,1.16E-146,0.640454438,0.226,0.115,3.59E-142,T cells
Tree shrew,PTPRF,1.55E-146,-0.276157321,0.013,0.123,4.81E-142,T cells
Tree shrew,THBS1,1.93E-146,-0.382125244,0.007,0.111,5.97E-142,T cells
Tree shrew,PTOV1,2.43E-146,-0.283586792,0.074,0.221,7.51E-142,T cells
Tree shrew,BACE1,2.62E-146,-0.276504076,0.013,0.123,8.11E-142,T cells
Tree shrew,TBXAS1,4.23E-146,-0.3297451,0.008,0.115,1.31E-141,T cells
Tree shrew,ATP6AP2,4.53E-146,-0.428139969,0.151,0.34,1.40E-141,T cells
Tree shrew,ITSN1,6.44E-146,-0.402574166,0.019,0.141,1.99E-141,T cells
Tree shrew,AKAP12,6.86E-146,-0.593889434,0.009,0.116,2.12E-141,T cells
Tree shrew,NPC1,7.25E-146,-0.397505867,0.081,0.243,2.24E-141,T cells
Tree shrew,PCBP1,8.87E-146,0.397594837,0.631,0.606,2.74E-141,T cells
Tree shrew,LINC-STON1-1,9.13E-146,-0.312820531,0.009,0.113,2.82E-141,T cells
Tree shrew,HMGA1,9.17E-146,0.479494743,0.168,0.066,2.84E-141,T cells
Tree shrew,KLF10,1.16E-145,-0.55895989,0.078,0.243,3.58E-141,T cells
Tree shrew,SCAMP1,1.26E-145,-0.319852029,0.014,0.127,3.89E-141,T cells
Tree shrew,CHAMP1,1.31E-145,0.536471519,0.282,0.213,4.06E-141,T cells
Tree shrew,BASP1,1.38E-145,-0.639568092,0.015,0.132,4.26E-141,T cells
Tree shrew,PIK3R5,2.00E-145,0.409099863,0.133,0.031,6.19E-141,T cells
Tree shrew,ASL,2.69E-145,-0.36556527,0.06,0.207,8.33E-141,T cells
Tree shrew,AGAP1,4.08E-145,-0.322440769,0.008,0.114,1.26E-140,T cells
Tree shrew,VEGFC,5.28E-145,-0.417250733,0.004,0.104,1.63E-140,T cells
Tree shrew,HNRNPR,5.48E-145,0.428783207,0.541,0.514,1.69E-140,T cells
Tree shrew,SGTB,5.63E-145,-0.347886615,0.034,0.166,1.74E-140,T cells
Tree shrew,RNF13,8.01E-145,-0.40791707,0.097,0.266,2.48E-140,T cells
Tree shrew,TAF12,9.35E-145,0.457508793,0.591,0.543,2.89E-140,T cells
Tree shrew,PPM1E,9.46E-145,-0.275966075,0.008,0.112,2.93E-140,T cells
Tree shrew,RORA,1.01E-144,0.664023047,0.295,0.199,3.14E-140,T cells
Tree shrew,CALU,1.15E-144,-0.453640229,0.179,0.375,3.55E-140,T cells
Tree shrew,NCOA4,2.20E-144,-0.393540974,0.108,0.28,6.79E-140,T cells
Tree shrew,HDDC2li1,2.26E-144,-0.486051251,0.149,0.338,6.98E-140,T cells
Tree shrew,PFN2,2.96E-144,-0.253780937,0.014,0.123,9.15E-140,T cells
Tree shrew,SOD2,3.11E-144,-0.649548954,0.239,0.446,9.63E-140,T cells
Tree shrew,RANBP9,3.19E-144,0.521638103,0.391,0.331,9.86E-140,T cells
Tree shrew,SPTBN5,4.62E-144,-0.48231949,0.011,0.123,1.43E-139,T cells
Tree shrew,LNP1,6.04E-144,-0.290854042,0.021,0.135,1.87E-139,T cells
Tree shrew,EPSTI1,1.39E-143,0.473234426,0.136,0.033,4.31E-139,T cells
Tree shrew,INSIG1,1.68E-143,-0.572275841,0.091,0.261,5.21E-139,T cells
Tree shrew,GJA1,1.76E-143,-0.519442195,0.014,0.128,5.45E-139,T cells
Tree shrew,ACER2,1.80E-143,-0.598521341,0.026,0.155,5.56E-139,T cells
Tree shrew,PHLPP1li1,2.03E-143,-0.280889559,0.015,0.128,6.27E-139,T cells
Tree shrew,CLDN10,3.05E-143,-0.278249311,0.013,0.122,9.44E-139,T cells
Tree shrew,ANGPTL1,4.16E-143,-0.464027444,0.011,0.121,1.29E-138,T cells
Tree shrew,WWC2,4.37E-143,-0.287249989,0.009,0.114,1.35E-138,T cells
Tree shrew,NRP1,4.45E-143,-0.605866456,0.014,0.128,1.38E-138,T cells
Tree shrew,ANKS1A,7.51E-143,-0.442431094,0.049,0.193,2.32E-138,T cells
Tree shrew,PDCD4li1,1.10E-142,0.559244919,0.256,0.163,3.39E-138,T cells
Tree shrew,RHOBTB1,1.17E-142,-0.377266274,0.046,0.186,3.62E-138,T cells
Tree shrew,ATOX1,1.26E-142,-0.467008561,0.198,0.396,3.89E-138,T cells
Tree shrew,KTN1,1.38E-142,-0.570044587,0.291,0.499,4.27E-138,T cells
Tree shrew,FUNDC2,1.51E-142,-0.348983242,0.1,0.263,4.66E-138,T cells
