gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster
USP8,3.54E-271,0.280551614,0.388,0.411,1.10E-266,endothelial
TRPS1,5.55E-271,-0.463732527,0.073,0.194,1.72E-266,endothelial
FAM219A,1.20E-270,0.340840768,0.122,0.043,3.72E-266,endothelial
SLC16A4,2.36E-270,0.338887155,0.105,0.029,7.29E-266,endothelial
ARF1li2,2.40E-270,0.296323166,0.558,0.561,7.43E-266,endothelial
KIFC3,2.74E-270,0.402201734,0.173,0.112,8.46E-266,endothelial
NDUFA11,9.03E-270,-0.491011102,0.515,0.645,2.79E-265,endothelial
SNX13,1.13E-269,0.359395962,0.246,0.216,3.50E-265,endothelial
IRF2BPL,5.18E-269,-0.253040989,0.186,0.331,1.60E-264,endothelial
SMC6,6.70E-269,-0.348373081,0.229,0.387,2.07E-264,endothelial
NRIP1,3.45E-268,-0.451051569,0.237,0.401,1.07E-263,endothelial
NPB,5.01E-268,-0.489802374,0.408,0.564,1.55E-263,endothelial
NEK7,5.46E-268,0.380202509,0.25,0.205,1.69E-263,endothelial
SPPL2A,8.94E-267,0.316001226,0.385,0.381,2.76E-262,endothelial
NR3C2,2.23E-266,0.352927686,0.114,0.045,6.91E-262,endothelial
IDH3G,2.72E-266,-0.312510231,0.294,0.46,8.41E-262,endothelial
MED13,9.73E-266,0.271801146,0.342,0.359,3.01E-261,endothelial
SEPTIN10,2.24E-265,0.343444966,0.118,0.045,6.93E-261,endothelial
UQCC2,2.34E-265,-0.335034198,0.25,0.413,7.22E-261,endothelial
IER2,3.07E-265,0.448883536,0.453,0.38,9.50E-261,endothelial
ALS2CL,3.13E-265,0.363297483,0.13,0.05,9.68E-261,endothelial
PKD2,3.88E-265,0.403945968,0.184,0.115,1.20E-260,endothelial
FAM117B,6.51E-265,-0.252490679,0.092,0.209,2.01E-260,endothelial
ACLY,1.29E-264,-0.419471012,0.229,0.39,4.00E-260,endothelial
TMEM70,1.66E-264,0.370796509,0.213,0.185,5.13E-260,endothelial
ZBTB4,4.14E-264,-0.301912153,0.169,0.312,1.28E-259,endothelial
LYPLA1,9.06E-264,0.36719117,0.246,0.212,2.80E-259,endothelial
RAMP1,1.30E-263,-0.597134017,0.024,0.109,4.03E-259,endothelial
ANP32Ali2,1.75E-263,0.3396434,0.313,0.304,5.42E-259,endothelial
TNFRSF1A,2.93E-263,0.357614051,0.299,0.258,9.06E-259,endothelial
IFRD1-AS-3,4.54E-263,-0.525653146,0.12,0.257,1.40E-258,endothelial
AKAP12,1.13E-262,0.73792524,0.169,0.081,3.50E-258,endothelial
EPB41L2,1.79E-262,0.436430847,0.366,0.303,5.53E-258,endothelial
TALDO1,4.21E-262,-0.453868922,0.498,0.665,1.30E-257,endothelial
CHSY3,1.06E-261,0.418527816,0.138,0.049,3.29E-257,endothelial
RPL26li5,2.21E-261,-0.335957826,0.863,0.881,6.83E-257,endothelial
CCN1,2.65E-261,0.480158651,0.161,0.062,8.21E-257,endothelial
ACTR8,8.91E-261,0.275772055,0.405,0.418,2.76E-256,endothelial
ADIPOR1li1,1.72E-260,0.38095684,0.242,0.19,5.31E-256,endothelial
PDGFB,2.90E-260,0.4056324,0.121,0.035,8.98E-256,endothelial
HBP1,3.65E-260,0.379053522,0.33,0.287,1.13E-255,endothelial
RPL37li2,7.29E-260,-0.338410655,0.379,0.55,2.26E-255,endothelial
CSRP2li1,8.53E-260,-0.727890055,0.282,0.438,2.64E-255,endothelial
SMC5,1.26E-259,0.419294802,0.278,0.217,3.91E-255,endothelial
ADD3,1.53E-259,0.439730462,0.288,0.155,4.73E-255,endothelial
SLC9B2,1.79E-259,-0.273587078,0.188,0.332,5.53E-255,endothelial
TMF1,2.09E-259,0.269010507,0.346,0.358,6.45E-255,endothelial
ITGA3,3.06E-259,0.315244264,0.105,0.03,9.47E-255,endothelial
TPT1li12,6.94E-259,0.250948003,0.335,0.36,2.15E-254,endothelial
PLS3,8.85E-259,0.36857823,0.181,0.134,2.74E-254,endothelial
VPS4B,9.63E-259,0.354700806,0.326,0.289,2.98E-254,endothelial
SGO2,1.05E-258,0.431704332,0.124,0.038,3.25E-254,endothelial
HMGN1,6.87E-258,-0.294021424,0.213,0.364,2.12E-253,endothelial
BDP1,1.06E-257,0.309723697,0.537,0.54,3.28E-253,endothelial
STAU1,1.86E-257,0.290819254,0.357,0.366,5.75E-253,endothelial
MAGI1,1.46E-256,0.331839023,0.128,0.081,4.52E-252,endothelial
NCK1li1,2.67E-256,0.397426865,0.272,0.219,8.25E-252,endothelial
ATAD1,2.80E-256,0.25178168,0.294,0.311,8.65E-252,endothelial
PBRM1,6.13E-256,0.302108919,0.351,0.343,1.90E-251,endothelial
ZDHHC20,1.49E-255,0.383829652,0.201,0.144,4.60E-251,endothelial
TTC28li1,2.32E-255,0.562427502,0.326,0.233,7.18E-251,endothelial
MRPL23,2.53E-255,-0.385619288,0.31,0.478,7.84E-251,endothelial
DAZAP2,1.32E-254,0.349415925,0.324,0.297,4.07E-250,endothelial
LNX2,5.55E-254,0.434081425,0.186,0.109,1.72E-249,endothelial
SRSF10,6.43E-254,0.305645367,0.382,0.381,1.99E-249,endothelial
CALM1li1,6.97E-254,-0.27319985,0.304,0.46,2.16E-249,endothelial
SPEN,7.36E-254,0.320330521,0.393,0.377,2.28E-249,endothelial
PTPN11li1,4.77E-253,0.310905492,0.303,0.301,1.48E-248,endothelial
TTGN1,6.47E-253,0.338326205,0.305,0.273,2.00E-248,endothelial
PROS1,1.05E-252,0.416792058,0.192,0.086,3.26E-248,endothelial
PPP4R2li1,1.39E-252,-0.359192719,0.298,0.463,4.30E-248,endothelial
ARPC3li1,2.31E-252,0.322203597,0.656,0.603,7.15E-248,endothelial
PRICKLE4,3.16E-252,-0.262446317,0.309,0.468,9.78E-248,endothelial
NR3C1,3.49E-252,0.429209806,0.374,0.291,1.08E-247,endothelial
TMTC1,4.13E-252,0.392416069,0.224,0.174,1.28E-247,endothelial
RXRA,7.10E-252,0.389911025,0.231,0.171,2.20E-247,endothelial
SLC66A2,1.82E-251,0.344492618,0.141,0.084,5.62E-247,endothelial
GADD45G,8.13E-251,0.47412645,0.197,0.091,2.52E-246,endothelial
CCDC183,3.05E-249,-0.373773639,0.313,0.479,9.43E-245,endothelial
POLli31,3.53E-249,0.361998762,0.279,0.238,1.09E-244,endothelial
OTUB1,7.82E-249,-0.416283598,0.551,0.694,2.42E-244,endothelial
ATP6V1G1li1,1.09E-248,0.303102541,0.561,0.563,3.39E-244,endothelial
ROCK1,1.31E-248,0.287349449,0.491,0.497,4.05E-244,endothelial
RPS4Xli1,2.11E-248,0.289294244,0.282,0.279,6.54E-244,endothelial
PSEN1,1.28E-247,0.40913416,0.191,0.116,3.95E-243,endothelial
ABCA9,1.41E-247,-0.709840731,0.021,0.1,4.35E-243,endothelial
ASNSli1,1.42E-247,-0.317662111,0.061,0.165,4.40E-243,endothelial
PPP1R13B,3.36E-247,0.351846339,0.138,0.06,1.04E-242,endothelial
BAZ1B,3.44E-247,0.285930827,0.346,0.346,1.07E-242,endothelial
GHDC,4.45E-247,0.381138618,0.166,0.09,1.38E-242,endothelial
MLF2,5.34E-247,0.300849167,0.394,0.394,1.65E-242,endothelial
EFCAB14li1,1.25E-246,0.358035314,0.226,0.18,3.87E-242,endothelial
CERS6,2.05E-246,-0.557661679,0.302,0.444,6.34E-242,endothelial
TEX2,5.71E-246,0.353382863,0.159,0.108,1.76E-241,endothelial
ETHE1,7.70E-246,-0.378556664,0.251,0.408,2.38E-241,endothelial
BCL2A1,8.69E-246,-1.044034274,0.051,0.142,2.69E-241,endothelial
CAPN2,9.30E-246,0.385202568,0.22,0.163,2.88E-241,endothelial
RPL5li46,1.20E-245,-0.327204087,0.901,0.903,3.71E-241,endothelial
TRIM5,2.43E-245,0.454960819,0.258,0.162,7.53E-241,endothelial
SLC4A7,2.58E-245,-0.387235791,0.169,0.311,7.99E-241,endothelial
PPP3CA,5.49E-245,0.323125049,0.424,0.42,1.70E-240,endothelial
AKIRIN2,2.35E-244,0.423544452,0.301,0.226,7.26E-240,endothelial
PITPNB,6.61E-244,0.292993545,0.3,0.295,2.05E-239,endothelial
MAML2,2.80E-242,0.332101676,0.135,0.046,8.66E-238,endothelial
ARMCX3,2.97E-242,-0.257105299,0.189,0.325,9.18E-238,endothelial
RND3,4.03E-242,-0.337724394,0.06,0.165,1.25E-237,endothelial
NCOA6,4.79E-242,0.469597001,0.238,0.215,1.48E-237,endothelial
KRCC1,1.46E-241,0.279910224,0.293,0.297,4.53E-237,endothelial
OGFRL1,2.94E-241,-0.250127535,0.074,0.179,9.09E-237,endothelial
RPL18li7,3.31E-241,-0.367304666,0.916,0.919,1.02E-236,endothelial
APPL1,3.87E-241,0.336671951,0.248,0.219,1.20E-236,endothelial
SLU7,5.55E-241,0.318315297,0.249,0.223,1.72E-236,endothelial
MTERF3,1.13E-239,-0.425424508,0.492,0.636,3.48E-235,endothelial
TPR,3.60E-239,0.323000052,0.561,0.547,1.11E-234,endothelial
EFHD2,3.61E-239,-0.404310701,0.118,0.247,1.12E-234,endothelial
JTB,5.45E-239,0.291644714,0.533,0.538,1.69E-234,endothelial
CTBP2,7.02E-239,0.290086354,0.301,0.302,2.17E-234,endothelial
KANK1,3.46E-238,0.414247236,0.192,0.118,1.07E-233,endothelial
SRRM2,4.79E-238,-0.463620264,0.604,0.723,1.48E-233,endothelial
GJA1,1.11E-237,0.331720266,0.196,0.085,3.45E-233,endothelial
EPB41L4A-AS-3,1.83E-237,-0.272560282,0.233,0.379,5.66E-233,endothelial
FOXK1,2.44E-237,0.351979647,0.211,0.168,7.54E-233,endothelial
THOC2li1,6.35E-236,0.25631528,0.339,0.355,1.96E-231,endothelial
AFDN,2.10E-235,0.359087998,0.187,0.145,6.50E-231,endothelial
ARHGAP45li1,2.25E-235,0.379082726,0.196,0.086,6.96E-231,endothelial
MPC1,4.26E-234,-0.416106636,0.368,0.53,1.32E-229,endothelial
NMI,9.30E-234,0.413877677,0.327,0.253,2.88E-229,endothelial
RPL31li20,9.51E-234,-0.366871265,0.384,0.547,2.94E-229,endothelial
HGSNAT,1.33E-233,0.348873934,0.234,0.191,4.12E-229,endothelial
NCSTN,1.53E-233,0.356740951,0.185,0.119,4.74E-229,endothelial
MYH10,2.57E-233,0.337628678,0.395,0.386,7.94E-229,endothelial
MED16,3.83E-233,-0.317273888,0.111,0.233,1.19E-228,endothelial
HNRNPAB,1.11E-232,0.320848457,0.615,0.594,3.44E-228,endothelial
TGIF1,2.55E-232,-0.251722015,0.1,0.212,7.89E-228,endothelial
SERPINE1,3.68E-232,0.306471065,0.148,0.058,1.14E-227,endothelial
GIMAP4,6.60E-232,0.353029362,0.202,0.09,2.04E-227,endothelial
ABCB10,7.83E-232,0.316468742,0.144,0.11,2.42E-227,endothelial
TRIM24,8.07E-232,0.343150096,0.193,0.15,2.50E-227,endothelial
CDC42li2,1.24E-230,0.311069825,0.546,0.518,3.83E-226,endothelial
PDP1,2.61E-230,0.38602288,0.177,0.096,8.07E-226,endothelial
TFEC,2.28E-229,0.339729343,0.157,0.06,7.04E-225,endothelial
NUFIP2,4.69E-229,0.294231102,0.449,0.451,1.45E-224,endothelial
SYNJ2BP,6.14E-229,0.288460253,0.217,0.208,1.90E-224,endothelial
SAMD4A,1.38E-228,0.428451757,0.162,0.085,4.27E-224,endothelial
ATP5MFli7,2.03E-228,-0.408214978,0.446,0.597,6.28E-224,endothelial
ATN1,4.66E-227,0.267559477,0.242,0.232,1.44E-222,endothelial
ZMYND8,1.26E-226,0.336227095,0.214,0.176,3.91E-222,endothelial
ATXN3li2,1.59E-226,0.364851458,0.168,0.117,4.90E-222,endothelial
TTC36,4.34E-226,0.322709054,0.475,0.441,1.34E-221,endothelial
YWHAG,9.11E-226,0.273403998,0.447,0.454,2.82E-221,endothelial
NDUFS6,1.04E-225,-0.315352337,0.335,0.493,3.23E-221,endothelial
TSORFli1907,1.27E-225,-0.263886668,0.035,0.12,3.94E-221,endothelial
CAPNS1,1.37E-225,0.257673929,0.391,0.405,4.24E-221,endothelial
AP1B1,2.57E-225,0.34401378,0.156,0.093,7.96E-221,endothelial
CSF1R,7.29E-225,-0.793593011,0.063,0.125,2.25E-220,endothelial
PICALM,1.35E-224,0.345571312,0.332,0.293,4.16E-220,endothelial
KLHL9,2.69E-224,0.282873559,0.185,0.165,8.31E-220,endothelial
ALS2,2.70E-224,0.308611598,0.113,0.058,8.36E-220,endothelial
KDM7A,1.15E-223,0.394306494,0.27,0.199,3.56E-219,endothelial
CELF1,1.78E-223,0.283849696,0.258,0.252,5.49E-219,endothelial
TMEM106A,2.32E-223,0.284945663,0.185,0.163,7.17E-219,endothelial
PCDHGA4,5.25E-223,0.321478667,0.215,0.182,1.62E-218,endothelial
CCL15,5.33E-223,-1.497533692,0.043,0.128,1.65E-218,endothelial
MAP1S,1.10E-222,0.279186444,0.1,0.04,3.41E-218,endothelial
SDC2,1.17E-222,-0.362311354,0.051,0.148,3.62E-218,endothelial
MEF2D,3.09E-222,0.315522438,0.217,0.18,9.55E-218,endothelial
PRRC2C,9.03E-222,0.261436172,0.592,0.598,2.79E-217,endothelial
SLC39A1,9.12E-222,0.350714675,0.227,0.178,2.82E-217,endothelial
MSL1,9.23E-222,0.334464729,0.269,0.237,2.86E-217,endothelial
PHF14,3.96E-221,0.301160829,0.286,0.273,1.23E-216,endothelial
CDK9,6.49E-221,0.27006678,0.202,0.193,2.01E-216,endothelial
PTP4A2,7.57E-221,0.253686703,0.548,0.557,2.34E-216,endothelial
RAPGEF2,1.51E-220,0.354821792,0.164,0.096,4.68E-216,endothelial
SELENON,3.32E-220,0.359583335,0.188,0.125,1.03E-215,endothelial
ZFYVE21,3.70E-220,0.344662047,0.217,0.164,1.14E-215,endothelial
ZNF34,4.07E-220,-0.370311795,0.933,0.94,1.26E-215,endothelial
NCF2,4.60E-220,-0.608415891,0.043,0.132,1.42E-215,endothelial
CE024,1.47E-219,0.252426658,0.218,0.218,4.53E-215,endothelial
GALNS,1.69E-219,0.351542525,0.151,0.084,5.24E-215,endothelial
UBE2J1,3.68E-219,0.389928854,0.217,0.144,1.14E-214,endothelial
CENPX,6.27E-219,-0.419098914,0.447,0.594,1.94E-214,endothelial
PDE5Ali1,7.46E-219,-0.284565591,0.051,0.144,2.31E-214,endothelial
SH3GL1,4.28E-218,0.362459279,0.177,0.099,1.32E-213,endothelial
TMEM260,9.28E-218,0.310746393,0.28,0.263,2.87E-213,endothelial
RSRP1,2.98E-217,0.269497709,0.432,0.442,9.23E-213,endothelial
CEP68,1.28E-216,0.336907529,0.134,0.077,3.97E-212,endothelial
MALSU1li1,2.73E-216,0.299570447,0.232,0.212,8.46E-212,endothelial
ITPRIPL1,4.29E-216,0.31243334,0.115,0.039,1.33E-211,endothelial
LINC00472,4.13E-215,0.544918978,0.425,0.364,1.28E-210,endothelial
AMOT,1.29E-214,-0.300447222,0.101,0.214,3.99E-210,endothelial
TMEM9B,1.30E-214,0.327729064,0.252,0.223,4.03E-210,endothelial
WWC2,2.11E-214,0.275828541,0.128,0.095,6.53E-210,endothelial
NOL4,2.76E-214,0.309854455,0.145,0.101,8.53E-210,endothelial
THSD4,2.93E-214,0.310386313,0.112,0.057,9.06E-210,endothelial
ABI3,1.35E-213,0.33585262,0.172,0.073,4.18E-209,endothelial
LIMK2,3.50E-213,0.375827741,0.202,0.106,1.08E-208,endothelial
NDUFA12li1,4.15E-213,-0.251741637,0.298,0.443,1.28E-208,endothelial
CCSER2li1,5.41E-213,0.291998942,0.289,0.278,1.67E-208,endothelial
COPB2,5.80E-213,-0.259322016,0.268,0.41,1.79E-208,endothelial
KCTD20,7.30E-213,0.37886047,0.292,0.23,2.26E-208,endothelial
PRLR,9.54E-213,-0.758459173,0.223,0.361,2.95E-208,endothelial
TNFAIP3,1.43E-212,-0.52767297,0.049,0.138,4.44E-208,endothelial
GGNBP1,5.30E-212,0.355560046,0.123,0.049,1.64E-207,endothelial
SLC38A2,5.33E-212,0.253719481,0.509,0.528,1.65E-207,endothelial
GSN,7.20E-212,-1.013598329,0.467,0.347,2.23E-207,endothelial
PCMT1,8.59E-212,0.305084321,0.248,0.224,2.66E-207,endothelial
GJC1,2.41E-211,0.320278227,0.178,0.158,7.47E-207,endothelial
FOXN3,3.00E-211,0.314336868,0.357,0.337,9.29E-207,endothelial
EEF2,3.72E-211,-0.332021341,0.708,0.762,1.15E-206,endothelial
SEL1L,4.75E-211,0.348335194,0.264,0.212,1.47E-206,endothelial
SYTL3,1.42E-210,-0.369949297,0.032,0.113,4.39E-206,endothelial
CCDC186,7.68E-210,-0.376252669,0.299,0.448,2.37E-205,endothelial
NDFIP2,8.02E-210,0.312694606,0.246,0.211,2.48E-205,endothelial
BAP18,8.25E-210,0.322876329,0.733,0.69,2.55E-205,endothelial
DPH1,1.42E-209,-0.312235522,0.081,0.185,4.40E-205,endothelial
ATP2A2,5.15E-209,-0.411712724,0.297,0.447,1.59E-204,endothelial
BPTF,6.05E-209,0.262010434,0.506,0.508,1.87E-204,endothelial
NABP1,9.12E-209,-0.386521517,0.063,0.162,2.82E-204,endothelial
RPL30li8,9.29E-209,-0.328213251,0.76,0.801,2.87E-204,endothelial
CDK2AP2,2.82E-208,0.281017959,0.309,0.3,8.71E-204,endothelial
BAG3,4.01E-208,0.31616893,0.289,0.267,1.24E-203,endothelial
UBL3,4.82E-208,0.297092612,0.455,0.447,1.49E-203,endothelial
DCTN6,5.78E-208,0.256610529,0.314,0.319,1.79E-203,endothelial
WHAMM,5.98E-208,0.345575314,0.235,0.185,1.85E-203,endothelial
PCDHB14,1.68E-207,0.311471217,0.1,0.038,5.20E-203,endothelial
MAPRE2,6.95E-207,0.257734635,0.291,0.288,2.15E-202,endothelial
ITGAV,7.64E-207,-0.260329259,0.203,0.332,2.36E-202,endothelial
CREB1,3.37E-206,0.278289547,0.269,0.26,1.04E-201,endothelial
CHD2,4.31E-206,-0.335023184,0.377,0.529,1.33E-201,endothelial
GCNT2,6.57E-206,0.320848487,0.139,0.053,2.03E-201,endothelial
EIF3H,2.52E-205,-0.302504117,0.378,0.531,7.80E-201,endothelial
FPGT,2.71E-205,0.287168443,0.102,0.043,8.40E-201,endothelial
RNF130,3.48E-205,0.379365362,0.269,0.203,1.08E-200,endothelial
WDFY3,8.80E-205,0.253888403,0.199,0.193,2.72E-200,endothelial
PSMB3,9.03E-205,0.295126716,0.375,0.36,2.79E-200,endothelial
HSPA1,1.61E-204,0.388121089,0.67,0.63,4.99E-200,endothelial
UGCG,1.66E-204,-0.362476487,0.235,0.376,5.15E-200,endothelial
RPF1li2,2.23E-204,0.279167741,0.193,0.173,6.91E-200,endothelial
RETREG1,2.84E-204,-0.347415583,0.265,0.409,8.77E-200,endothelial
ZNF704,3.04E-204,0.312491213,0.114,0.041,9.40E-200,endothelial
UQCRFS1,1.04E-203,-0.35484987,0.374,0.526,3.23E-199,endothelial
RIOK3,2.49E-203,0.274174837,0.243,0.232,7.69E-199,endothelial
ZYX,3.05E-203,-0.329063687,0.3,0.448,9.42E-199,endothelial
KMT5B,1.78E-202,0.275014817,0.217,0.204,5.50E-198,endothelial
LIN1li48,2.02E-202,-0.274060133,0.181,0.305,6.24E-198,endothelial
CHMP1A,6.27E-202,0.338179456,0.275,0.238,1.94E-197,endothelial
COL6A2,1.09E-201,-0.314383531,0.031,0.108,3.36E-197,endothelial
TXNDC17li1,1.26E-201,-0.295503293,0.394,0.546,3.90E-197,endothelial
AZI2,1.96E-201,0.282409781,0.224,0.209,6.07E-197,endothelial
MAP4K5,3.25E-201,0.307315493,0.167,0.128,1.00E-196,endothelial
UAP1,7.85E-201,-0.336511106,0.049,0.137,2.43E-196,endothelial
SERINC2,1.30E-200,0.307554457,0.116,0.055,4.03E-196,endothelial
MT-ND1li1,1.49E-200,-0.359435965,1,1,4.61E-196,endothelial
KIF1B,2.70E-200,-0.2914111,0.299,0.442,8.34E-196,endothelial
MDFIC,3.86E-200,0.298688868,0.339,0.327,1.19E-195,endothelial
ZNF800,7.14E-200,0.284984285,0.267,0.254,2.21E-195,endothelial
MVD,7.92E-200,-0.26402351,0.11,0.218,2.45E-195,endothelial
RIT1,1.51E-199,0.331445104,0.171,0.12,4.66E-195,endothelial
ANKIB1,1.55E-199,0.258451828,0.215,0.212,4.79E-195,endothelial
ITGA6,1.90E-198,-0.48725816,0.31,0.453,5.87E-194,endothelial
RAB11A,2.44E-198,0.315086907,0.151,0.094,7.55E-194,endothelial
CD151,3.61E-198,-0.335369843,0.339,0.488,1.12E-193,endothelial
WNK1,3.62E-198,0.252995865,0.357,0.361,1.12E-193,endothelial
LEPROT,6.62E-198,0.331974396,0.152,0.095,2.05E-193,endothelial
SHFL,7.34E-198,0.376944353,0.202,0.122,2.27E-193,endothelial
RB1CC1,6.83E-197,0.28250712,0.536,0.532,2.11E-192,endothelial
CYSTM1,1.07E-196,-0.281687854,0.085,0.183,3.32E-192,endothelial
LAS2li1,1.62E-196,0.305167258,0.169,0.134,5.01E-192,endothelial
SHOC2,5.00E-196,0.278952731,0.236,0.222,1.55E-191,endothelial
FER,7.98E-196,0.309980471,0.161,0.122,2.47E-191,endothelial
MARCKS,1.11E-195,0.359528142,0.591,0.526,3.43E-191,endothelial
HBEGF,1.78E-195,0.348838467,0.154,0.066,5.50E-191,endothelial
CDK4,2.15E-195,0.260546782,0.273,0.27,6.66E-191,endothelial
TSC22D2,3.27E-195,-0.516046718,0.34,0.487,1.01E-190,endothelial
C9ORF64,3.48E-195,0.251512573,0.158,0.139,1.08E-190,endothelial
CPVL,5.35E-195,0.279813627,0.226,0.116,1.66E-190,endothelial
GPAT2,5.46E-195,0.300405939,0.1,0.038,1.69E-190,endothelial
TMEM50A,5.80E-195,0.273057769,0.398,0.384,1.79E-190,endothelial
CLTC,7.68E-194,0.262764307,0.504,0.507,2.38E-189,endothelial
SBF2,9.45E-194,0.289160673,0.15,0.116,2.92E-189,endothelial
STAT6,6.30E-192,0.33065512,0.156,0.07,1.95E-187,endothelial
TMTC3,4.02E-191,0.288329078,0.123,0.075,1.24E-186,endothelial
RNF38,6.07E-191,0.311784713,0.192,0.152,1.88E-186,endothelial
SPATA6,7.27E-191,0.36992405,0.166,0.101,2.25E-186,endothelial
KRIT1,7.69E-191,0.292989494,0.218,0.19,2.38E-186,endothelial
NDUFAB1li1,4.51E-190,-0.379581604,0.427,0.568,1.40E-185,endothelial
FCHSD2,5.03E-190,0.296095642,0.13,0.082,1.55E-185,endothelial
GNAI3,1.87E-189,0.286964277,0.268,0.248,5.78E-185,endothelial
LAMA5,5.29E-189,0.362235535,0.216,0.163,1.64E-184,endothelial
OSBPL9li1,1.07E-188,0.282092697,0.299,0.278,3.31E-184,endothelial
IRF2BP2,1.54E-188,0.268902202,0.348,0.336,4.75E-184,endothelial
MFHAS1,6.56E-188,0.278751457,0.153,0.114,2.03E-183,endothelial
WASHC4,7.18E-188,0.308955906,0.176,0.136,2.22E-183,endothelial
ZFP36L1,4.32E-187,0.328754881,0.69,0.641,1.34E-182,endothelial
CDS2,6.26E-187,0.301513917,0.188,0.149,1.94E-182,endothelial
LRRFIP2li1,7.98E-187,0.29212996,0.21,0.18,2.47E-182,endothelial
LIPA,1.89E-186,0.336174643,0.263,0.157,5.83E-182,endothelial
RHOQ,3.09E-186,0.317075666,0.371,0.339,9.56E-182,endothelial
ZNF354Ali1,1.32E-185,0.321780256,0.18,0.135,4.08E-181,endothelial
VPS13A,1.34E-185,0.276960143,0.228,0.212,4.15E-181,endothelial
EIF3F,7.42E-185,-0.323407118,0.48,0.62,2.30E-180,endothelial
LTA4Hli2,3.69E-184,0.311610932,0.171,0.124,1.14E-179,endothelial
ZBTB20,4.07E-184,-0.320144527,0.644,0.636,1.26E-179,endothelial
SAV1,5.41E-184,0.341759306,0.187,0.134,1.67E-179,endothelial
JDP2,1.47E-183,0.293895565,0.215,0.111,4.54E-179,endothelial
SMAP2,3.53E-183,-0.483170303,0.133,0.248,1.09E-178,endothelial
PPP3R1,3.76E-183,0.2716848,0.17,0.143,1.16E-178,endothelial
MAFK,7.95E-182,0.319089056,0.146,0.092,2.46E-177,endothelial
STX4,1.45E-181,0.2807022,0.176,0.155,4.48E-177,endothelial
SNX33,1.91E-181,0.292651927,0.109,0.052,5.90E-177,endothelial
RPS3A-AS-13,3.96E-181,0.250785443,0.228,0.223,1.22E-176,endothelial
LY6Hli1,6.77E-181,-0.849124682,0.962,0.937,2.09E-176,endothelial
SMARCC2,8.35E-181,0.28465277,0.144,0.105,2.58E-176,endothelial
PAPSS1,4.12E-180,0.263956505,0.157,0.138,1.28E-175,endothelial
ZNF879,5.13E-180,0.269951895,0.169,0.143,1.59E-175,endothelial
ENO1li3,1.31E-179,-0.332865783,0.43,0.574,4.05E-175,endothelial
CARHSP1,3.10E-179,0.29127583,0.192,0.169,9.60E-175,endothelial
USP2,4.60E-179,0.262294946,0.101,0.045,1.42E-174,endothelial
DIP2B,5.97E-179,0.268390206,0.185,0.168,1.85E-174,endothelial
PGAM1li1,7.45E-179,-0.262085941,0.398,0.54,2.31E-174,endothelial
FIS1,9.78E-179,0.261828119,0.653,0.65,3.03E-174,endothelial
PDZD8li1,1.38E-178,0.290574416,0.215,0.177,4.28E-174,endothelial
CHIC2,2.52E-178,0.348393479,0.171,0.102,7.79E-174,endothelial
KIAA0930,2.72E-178,0.356154855,0.271,0.213,8.42E-174,endothelial
SUN2,7.46E-178,0.300157996,0.204,0.167,2.31E-173,endothelial
RFK,1.20E-177,0.345897788,0.255,0.227,3.70E-173,endothelial
CFL1,2.65E-177,0.255748545,0.561,0.523,8.20E-173,endothelial
B4GALT5,2.93E-177,-0.388148299,0.202,0.328,9.06E-173,endothelial
SLC44A1,7.66E-177,0.323606,0.264,0.219,2.37E-172,endothelial
PAN3li1,8.12E-177,0.287443951,0.201,0.171,2.51E-172,endothelial
BTBD7,1.93E-176,0.310537963,0.169,0.125,5.97E-172,endothelial
STMN1,2.03E-176,-0.3774209,0.048,0.129,6.27E-172,endothelial
CALML4,2.98E-176,0.340757677,0.156,0.072,9.21E-172,endothelial
USP45,7.27E-176,-0.336103289,0.473,0.613,2.25E-171,endothelial
TAF3,2.89E-175,0.315936093,0.219,0.183,8.93E-171,endothelial
FAM20A,1.24E-173,0.280789705,0.107,0.04,3.83E-169,endothelial
NFKB1,1.58E-173,0.335373406,0.217,0.163,4.88E-169,endothelial
KPNA3,2.22E-173,0.296876348,0.157,0.112,6.88E-169,endothelial
RILPL1,7.63E-173,0.25188976,0.125,0.094,2.36E-168,endothelial
SOCS1,5.60E-172,0.257093486,0.2,0.103,1.73E-167,endothelial
MARCHF3,1.87E-171,0.282772388,0.136,0.101,5.77E-167,endothelial
GNAS,2.29E-171,-0.322147887,0.812,0.841,7.09E-167,endothelial
ARPC1Ali1,7.94E-171,0.277641428,0.458,0.447,2.45E-166,endothelial
SPTLC1,9.33E-171,0.263941626,0.187,0.165,2.89E-166,endothelial
ATP5ME,3.34E-170,-0.315006735,0.422,0.56,1.03E-165,endothelial
LRRK2,3.78E-170,-0.323315266,0.116,0.219,1.17E-165,endothelial
SLC25A26,4.07E-169,0.502668296,0.32,0.28,1.26E-164,endothelial
ARRB1,1.46E-168,0.317839876,0.153,0.07,4.52E-164,endothelial
TMEM37,2.90E-168,0.295377033,0.192,0.171,8.96E-164,endothelial
COX5Ali2,5.22E-168,-0.304068662,0.701,0.76,1.61E-163,endothelial
SGTB,5.70E-168,0.259203791,0.17,0.149,1.76E-163,endothelial
LHFPL2,5.87E-168,0.331115879,0.185,0.095,1.81E-163,endothelial
C16ORF72,6.41E-168,0.273801643,0.264,0.246,1.98E-163,endothelial
