"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"SMARCA2",9.74323868977082e-130,-0.670899900242923,0.405,0.569,3.01368115913301e-125,"T cells"
"RILPL1",1.03085827188176e-129,-0.269923307930102,0.012,0.112,3.18854772075748e-125,"T cells"
"ETV4",2.09365004567143e-129,-0.337358046768019,0.021,0.13,6.47586895626631e-125,"T cells"
"AGFG1",2.26350109362372e-129,0.523423299465959,0.349,0.272,7.00123523268753e-125,"T cells"
"ATXN1",2.53338786981872e-129,0.475560851447914,0.243,0.192,7.83602202013628e-125,"T cells"
"PTPN13",2.54485694076457e-129,-0.258929046895455,0.012,0.11,7.8714970034789e-125,"T cells"
"DYNC1LI2",2.78619976268063e-129,-0.402816871600591,0.141,0.313,8.61799448594746e-125,"T cells"
"GPD1",4.41402298477912e-129,-0.656493118151179,0.26,0.448,1.36530144942203e-124,"T cells"
"WDR1",4.42988063575818e-129,0.502617683509165,0.287,0.211,1.37020637944636e-124,"T cells"
"ERGIC1",4.46133136319754e-129,-0.266209895277321,0.036,0.158,1.37993440395063e-124,"T cells"
"LIMS2",5.09709890539903e-129,-0.443571188917259,0.013,0.116,1.57658366242897e-124,"T cells"
"LRIF1",5.18993308207415e-129,0.575797159672817,0.216,0.117,1.60529820161635e-124,"T cells"
"MNDAli1",5.44225135556655e-129,0.643809401132302,0.449,0.298,1.68334276679029e-124,"T cells"
"MAMU-DRA",5.62518598428754e-129,-2.02030325901227,0.198,0.346,1.73992627679998e-124,"T cells"
"NMI",5.72607976904563e-129,0.556318529763325,0.376,0.266,1.7711337333635e-124,"T cells"
"PTBP3li1",6.04221638382244e-129,0.540521352163656,0.429,0.317,1.86891794968012e-124,"T cells"
"BAZ1B",6.79137467771677e-129,0.417563029517745,0.364,0.345,2.10064010156458e-124,"T cells"
"PCSK1N",6.86519880687372e-129,-0.626528250478817,0.037,0.163,2.12347464295411e-124,"T cells"
"DOCK7",8.73141808653076e-129,-0.285695898724615,0.019,0.126,2.70071492834483e-124,"T cells"
"ENDOD1",9.17750221887638e-129,-0.40440993940927,0.06,0.201,2.83869321132065e-124,"T cells"
"ISCU",9.52777418177615e-129,-0.620905326312162,0.484,0.647,2.94703583216518e-124,"T cells"
"PTGR1",1.10687272116039e-128,-0.329423854337706,0.03,0.148,3.4236680138212e-124,"T cells"
"DMXL1",1.13255272131426e-128,-0.337586846078067,0.134,0.297,3.50309882229714e-124,"T cells"
"SLC25A23",1.33073813953462e-128,-0.253382868174367,0.02,0.125,4.11610613939453e-124,"T cells"
"PGM2L1",1.90836660203855e-128,0.437131973067059,0.131,0.038,5.90276873676545e-124,"T cells"
"TTC7B",2.13305740573371e-128,-0.28477048976073,0.044,0.172,6.59775986167494e-124,"T cells"
"H1-3",3.11446405873183e-128,0.506367923298752,0.165,0.118,9.63334878006342e-124,"T cells"
"STX3",3.2085032456336e-128,-0.391689562528774,0.01,0.11,9.92422138906927e-124,"T cells"
"TP53INP2",3.68817927748121e-128,-0.650010057393332,0.247,0.441,1.14079073231771e-123,"T cells"
"DTNB",4.97954041344635e-128,-0.263881428123855,0.04,0.159,1.54022164528309e-123,"T cells"
"HLA-B",6.76513176342082e-128,0.561938639527418,0.471,0.288,2.09252290574369e-123,"T cells"
"TGFBR1",7.84308088106041e-128,0.533969560606618,0.188,0.114,2.4259433473208e-123,"T cells"
"SENP7",9.35482201947832e-128,0.49290836817448,0.271,0.22,2.89353999884484e-123,"T cells"
"RPS4Xli10",1.35081333764144e-127,0.339601130821567,0.971,0.926,4.17820073465872e-123,"T cells"
"SLC39A1",1.86615620699629e-127,-0.399105387172946,0.062,0.204,5.77220776386022e-123,"T cells"
"HIBADH",1.97465076316374e-127,-0.369332963623787,0.072,0.218,6.10779227554176e-123,"T cells"
"HACD3",2.46286984412956e-127,-0.34297445343263,0.093,0.246,7.61790271487716e-123,"T cells"
"HNRNPLL",2.50945958723172e-127,0.517607137339632,0.241,0.176,7.76200944926642e-123,"T cells"
"NXPE3li2",3.1121586250948e-127,0.440729085909411,0.137,0.048,9.62621784328074e-123,"T cells"
"ZEB2",5.07209161836059e-127,-0.329173779363899,0.159,0.325,1.56884865847511e-122,"T cells"
"LAMP2",6.61324811118939e-127,-0.507212611925714,0.145,0.32,2.04554377327199e-122,"T cells"
"CDA",8.46210418239262e-127,-0.455615847137652,0.01,0.108,2.61741344465586e-122,"T cells"
"ZNF184li1",9.54733731711233e-127,0.480040215731257,0.169,0.104,2.95308690555601e-122,"T cells"
"MRC1",9.91566972257011e-127,-0.890118885455859,0.015,0.117,3.06701580188816e-122,"T cells"
"AMOTL1",1.10119045877347e-126,-0.308769054846716,0.017,0.124,3.40609220803222e-122,"T cells"
"IL18R1",1.33808693445891e-126,0.378926067556006,0.136,0.036,4.13883669697486e-122,"T cells"
"SON",1.34879256580011e-126,0.427304227423984,0.763,0.704,4.17195028527631e-122,"T cells"
"CD276",2.12147157986081e-126,-0.26971853104318,0.03,0.14,6.56192374366747e-122,"T cells"
"MSL3",2.25586936134803e-126,-0.410534814679922,0.126,0.292,6.9776295215856e-122,"T cells"
"ATP6V0B",2.65159302080299e-126,-0.419866979495546,0.267,0.462,8.20164237264572e-122,"T cells"
"BTF3li8",3.54538070762749e-126,0.398566862720053,0.735,0.686,1.09662170667626e-121,"T cells"
"GALC",4.02431914042563e-126,0.480183439668586,0.139,0.06,1.24476215332505e-121,"T cells"
"FOSL2",4.17484465489231e-126,0.574390818337466,0.632,0.565,1.29132120020474e-121,"T cells"
"RFC1",4.57570450834726e-126,0.468761318583958,0.403,0.354,1.41531116147689e-121,"T cells"
"SCAF11li1",7.21491230425723e-126,0.412222995110694,0.545,0.523,2.2316445248298e-121,"T cells"
"PDE6H",8.27887327614412e-126,0.491521448186616,0.125,0.032,2.56073829304414e-121,"T cells"
"ATXN7",8.38447306728129e-126,0.526976414823906,0.248,0.177,2.59340136444078e-121,"T cells"
"PWWP2A",9.06507694376787e-126,0.52261601928715,0.259,0.186,2.80391894947684e-121,"T cells"
"IDH1",9.3682592137914e-126,-0.361677053545862,0.029,0.147,2.89769625741782e-121,"T cells"
"LIRE1li25",9.88009357499388e-126,-0.313966123030326,0.054,0.177,3.05601174368136e-121,"T cells"
"UBE2L3li12",1.14350527915525e-125,0.387687371344066,0.481,0.464,3.53697617895511e-121,"T cells"
"PDHA1li1",1.60252068870898e-125,-0.324702460598333,0.116,0.274,4.95675674224574e-121,"T cells"
"IRS1",1.93324289637061e-125,-0.267171055200753,0.023,0.131,5.97971360276395e-121,"T cells"
"HES2",2.44828496786682e-125,-0.468255481831277,0.008,0.103,7.57279023410885e-121,"T cells"
"ARL3li1",2.79762680807423e-125,-0.338457602703153,0.056,0.191,8.6533394800544e-121,"T cells"
"TTLL7",4.50588943948171e-125,-0.318758129710424,0.01,0.105,1.39371666252609e-120,"T cells"
"NR2F1",5.16430143906794e-125,-0.542187552579868,0.008,0.102,1.5973700781181e-120,"T cells"
"KIF16B",5.74891756639386e-125,-0.265142349935945,0.013,0.114,1.77819769246128e-120,"T cells"
"G3BP1",1.20489399411098e-124,0.3913905246558,0.375,0.361,3.72685761318466e-120,"T cells"
"ERP29",1.35040021607154e-124,-0.402694672121339,0.229,0.418,4.17692290833089e-120,"T cells"
"ATP5PO",1.98255072851212e-124,0.439594269983509,0.693,0.644,6.13222765836084e-120,"T cells"
"GHITM",5.90844584323615e-124,-0.558161808626382,0.315,0.506,1.82754138377137e-119,"T cells"
"PTPRE",6.85676789925518e-124,0.444224964460239,0.215,0.082,2.12086687891862e-119,"T cells"
"SEMA4D",7.08226177785959e-124,0.386891001110219,0.105,0.028,2.19061439050975e-119,"T cells"
"PPT1",9.55923430158184e-124,-0.460451562513094,0.076,0.223,2.95676676182228e-119,"T cells"
"EPN2",1.16669294611881e-123,-0.331725179140879,0.013,0.112,3.60869795164008e-119,"T cells"
"VAMP2",1.77390898540285e-123,-0.321877360761532,0.136,0.295,5.48687788274956e-119,"T cells"
"SNTB2",2.00970785418353e-123,0.579687899401918,0.323,0.208,6.21622736377507e-119,"T cells"
"SDC2",2.1859399246459e-123,-0.456393551905433,0.019,0.127,6.76133078092224e-119,"T cells"
"PDE12",2.27038295320215e-123,0.486469159342442,0.186,0.094,7.02252151254957e-119,"T cells"
"AKAP11",2.64607757477347e-123,-0.341914947659165,0.087,0.235,8.18458254653183e-119,"T cells"
"GRAMD1A",5.74573843907371e-123,0.535484244124135,0.27,0.192,1.77721435658989e-118,"T cells"
"MUS81",5.91646431531056e-123,0.417873322079134,0.162,0.061,1.83002157736871e-118,"T cells"
"SFT2D2",7.43978603695102e-123,-0.357755084395763,0.141,0.307,2.30120021908932e-118,"T cells"
"GRB2",8.7543697615137e-123,0.51096980130803,0.31,0.214,2.7078141109338e-118,"T cells"
"KLHL5",1.04717271252093e-122,-0.430619394761145,0.022,0.131,3.23900991709849e-118,"T cells"
"CD151",1.0570394558495e-122,-0.555533304109433,0.267,0.458,3.26952874088809e-118,"T cells"
"HSD17B12",1.12992785927179e-122,-0.326407257258319,0.091,0.239,3.49497986151358e-118,"T cells"
"STX7",1.39443817636563e-122,-0.38525866480003,0.079,0.223,4.31313672331654e-118,"T cells"
"LINC-HOXA1-1",1.44767041982462e-122,-0.284778023106588,0.048,0.171,4.47778937555954e-118,"T cells"
"TMEM30A",2.06660475996974e-122,-0.336583220762866,0.203,0.382,6.39221518306239e-118,"T cells"
"SNRPB",2.65941661506684e-122,0.409280313888395,0.359,0.334,8.22584153206325e-118,"T cells"
"NR3C1",3.00453039417053e-122,0.543464762263016,0.382,0.311,9.29331296220886e-118,"T cells"
"VPS26A",3.36996831236878e-122,-0.370206728747107,0.132,0.296,1.04236489869879e-117,"T cells"
"CBX4",4.13742692316113e-122,0.460840696735699,0.175,0.086,1.27974752160297e-117,"T cells"
"NSDHL",6.46471335964903e-122,-0.278254141557982,0.046,0.169,1.99960048927304e-117,"T cells"
"WLS",7.91783541234403e-122,-0.274287027219993,0.009,0.1,2.44906567139213e-117,"T cells"
"OST4",8.81752772615569e-122,-0.592384568909116,0.63,0.742,2.72734950097722e-117,"T cells"
"CPNE3",8.97872745350999e-122,-0.334719296912776,0.122,0.278,2.77721018864518e-117,"T cells"
"TCF25",1.1566552368844e-121,0.444357779483546,0.413,0.378,3.57765031320714e-117,"T cells"
"ARFGAP3",1.23884255864266e-121,-0.300661100384246,0.039,0.16,3.8318639181376e-117,"T cells"
"ABHD17B",1.38084317851924e-121,-0.421713977880378,0.151,0.322,4.27108603547788e-117,"T cells"
"TNFRSF10A",1.65128226991806e-121,-0.425177285911457,0.079,0.225,5.10758118908355e-117,"T cells"
"GPRC5B",2.19966439824054e-121,-0.424765351097838,0.009,0.102,6.80378195019783e-117,"T cells"
"OSBPL1A",3.14471161183565e-121,-0.517218622587188,0.05,0.181,9.72690748656884e-117,"T cells"
"HMBOX1",3.23956256016437e-121,-0.381761521632104,0.173,0.346,1.00202909548444e-116,"T cells"
"ARHGAP26",3.41031659265822e-121,0.594775755158227,0.341,0.181,1.05484502527511e-116,"T cells"
"ALDH5A1",3.65706664931966e-121,-0.307059316636684,0.062,0.194,1.13116728530106e-116,"T cells"
"INVS",3.74038650358278e-121,-0.266453722487337,0.055,0.179,1.15693894942319e-116,"T cells"
"HLA-DMA",4.01138741070349e-121,-0.690092501214897,0.062,0.199,1.24076224000469e-116,"T cells"
"LMF1",4.57765726191537e-121,-0.264096290965346,0.031,0.141,1.41591516768304e-116,"T cells"
"CYTH4",4.90768313125284e-121,0.423534984079015,0.151,0.046,1.51799546932782e-116,"T cells"
"TMEM170A",1.48721988538866e-120,0.483786350703151,0.349,0.288,4.60011982749565e-116,"T cells"
"CD14",2.70306145212667e-120,-0.736367482117566,0.025,0.137,8.360839377573e-116,"T cells"
"ACSL4",3.13766185025296e-120,-0.74138892135481,0.29,0.48,9.70510186901744e-116,"T cells"
"PMVK",3.14848037609074e-120,-0.359111354630666,0.068,0.205,9.73856465128625e-116,"T cells"
"HLA-DPB1li1",4.29792175330413e-120,-1.53408365362111,0.085,0.224,1.3293901775145e-115,"T cells"
"CTSH",4.3231325409044e-120,-0.393784038435796,0.015,0.116,1.33718812622714e-115,"T cells"
"ZNF32li1",5.37314467072342e-120,-0.284500507331154,0.11,0.256,1.66196737810146e-115,"T cells"
"EMSY",1.17563908833507e-119,0.491333209740737,0.238,0.173,3.63636926412921e-115,"T cells"
"NASPli4",1.25666402306823e-119,0.469095032435962,0.212,0.158,3.88698748975235e-115,"T cells"
"LRMDA",1.6440972457254e-119,-0.489900497563425,0.025,0.135,5.08535719075323e-115,"T cells"
"TLE3",2.68469732984648e-119,0.564632352354273,0.216,0.099,8.30403731094815e-115,"T cells"
"MINDY2",2.89337822385743e-119,-0.495682966523723,0.174,0.349,8.94950818421342e-115,"T cells"
"ZNF428",3.0367945394919e-119,-0.323281597296233,0.079,0.217,9.39310919010241e-115,"T cells"
"DMTF1",3.1595457654705e-119,0.488987880678135,0.222,0.145,9.7727910071768e-115,"T cells"
"CTSA",4.36714437106908e-119,-0.41918009609805,0.125,0.286,1.35080142541538e-114,"T cells"
"RB1CC1",4.68132996492008e-119,-0.402381657633184,0.354,0.549,1.44798217144943e-114,"T cells"
"KRTCAP2",6.83877116898037e-119,-0.437138813213163,0.205,0.385,2.11530031027732e-114,"T cells"
"LCOR",9.61438024885329e-119,0.500742113635995,0.31,0.241,2.97382395477281e-114,"T cells"
"ATL3",1.05240624449795e-118,-0.373288420312791,0.167,0.337,3.25519775485662e-114,"T cells"
"ARL6IP5",1.06337920675507e-118,0.474466799552791,0.438,0.382,3.28913822441411e-114,"T cells"
"SIVA1",1.1135421215909e-118,0.270694042323357,0.266,0.319,3.44429713629281e-114,"T cells"
"PPIG",1.49855453305476e-118,0.38097320231136,0.399,0.392,4.63517902619168e-114,"T cells"
"EIF3D",1.63541812192754e-118,0.44572117357625,0.567,0.506,5.05851179293409e-114,"T cells"
"PPP1R12B",1.6775046570328e-118,-0.50815651897885,0.101,0.256,5.18868965466816e-114,"T cells"
"ARHGEF15",1.90559949608878e-118,-0.441902823781847,0.01,0.102,5.89420980135221e-114,"T cells"
"CDC5Lli1",2.12189679124636e-118,0.426627014651102,0.381,0.34,6.56323896500411e-114,"T cells"
"USF1",2.19735288954664e-118,-0.418160373536416,0.175,0.349,6.79663222265672e-114,"T cells"
"DCAF15",2.46020453815828e-118,0.39428872764674,0.124,0.039,7.60965865697737e-114,"T cells"
"GPX3",2.728956271195e-118,-0.922344965513814,0.036,0.156,8.44093464243325e-114,"T cells"
"PRAF2",3.87349229361781e-118,-0.283281986761827,0.167,0.328,1.19810990133892e-113,"T cells"
"CRIP2",3.91376498829654e-118,-0.601794792603516,0.061,0.197,1.21056664853e-113,"T cells"
"YWHAZ",4.69064788267451e-118,0.390624172380364,0.628,0.591,1.45086429659005e-113,"T cells"
"RGS2li1",4.86930976593255e-118,-0.708301295281034,0.135,0.299,1.5061262037006e-113,"T cells"
"FUCA2",5.25907566592748e-118,0.464388061197154,0.239,0.179,1.62668469422803e-113,"T cells"
"YTHDC1",1.20276044589277e-117,0.455417282496521,0.441,0.391,3.72025833519091e-113,"T cells"
"H2AC7li1",1.32504627072495e-117,0.521899980143845,0.228,0.171,4.09850061997933e-113,"T cells"
"PJA2",1.80302429496688e-117,-0.268205007466561,0.144,0.295,5.57693444676206e-113,"T cells"
"NPB",1.97799001354334e-117,-0.580318897565344,0.346,0.532,6.11812091089092e-113,"T cells"
"RPL22li1",2.71716790728946e-117,0.461911947966331,0.476,0.402,8.40447205403703e-113,"T cells"
"SLC7A2",2.97847892621111e-117,-0.34722921640521,0.016,0.113,9.21273316666358e-113,"T cells"
"HEBP1",3.4625576805153e-117,-0.404532286735087,0.042,0.164,1.07100371616019e-112,"T cells"
"TCEA1",3.69373096080211e-117,0.399396841881328,0.441,0.409,1.1425079234857e-112,"T cells"
"UBE2I",7.35886517537061e-117,0.431089707272746,0.372,0.316,2.27617058739388e-112,"T cells"
"FLI1",8.43372573389753e-117,0.523594685764422,0.224,0.099,2.60863570675184e-112,"T cells"
"BNIP3L",9.37042955925447e-117,-0.340799068538309,0.2,0.371,2.898367566973e-112,"T cells"
"HP1BP3",1.21781038641835e-116,0.352330948705076,0.45,0.456,3.7668093062306e-112,"T cells"
"IKBIP",3.09473264213626e-116,-0.314526231999752,0.102,0.247,9.57231753539166e-112,"T cells"
"BCL6B",3.26552699643559e-116,-0.487668017605368,0.013,0.108,1.01006015526749e-111,"T cells"
"POSTN",3.68953712009446e-116,-0.905911127320933,0.048,0.173,1.14121072661642e-111,"T cells"
"B4GALT1",4.63623750402019e-116,-0.356945112242192,0.124,0.28,1.43403462236848e-111,"T cells"
"MCRIP2",4.88044225478536e-116,-0.315715443761757,0.109,0.255,1.50956959382766e-111,"T cells"
"RPS9",6.10177387206903e-116,0.475584371657147,0.259,0.204,1.88733967636967e-111,"T cells"
"S1PR1",6.33270774874131e-116,-0.96664168740811,0.142,0.268,1.95876983376317e-111,"T cells"
"LORF2li235",8.01569814427519e-116,-0.49330034544978,0.015,0.112,2.47933559300576e-111,"T cells"
"INTS6",8.14480643272648e-116,0.483723129171071,0.202,0.128,2.51927007770663e-111,"T cells"
"HADHA",1.32050425812532e-115,-0.455367181301219,0.175,0.349,4.08445172080743e-111,"T cells"
"EXTL3",1.36489853874014e-115,-0.335910850234832,0.078,0.216,4.22176767017712e-111,"T cells"
"TMEM131",1.41987271369091e-115,-0.324359146525682,0.268,0.45,4.39180829071735e-111,"T cells"
"PKD1",1.42141531171598e-115,-0.263314988935221,0.037,0.147,4.39657970066871e-111,"T cells"
"PGM2",1.47822992461368e-115,-0.325025987421125,0.111,0.261,4.57231297982257e-111,"T cells"
"DDX39B",1.79380226159334e-115,0.488973370318682,0.334,0.26,5.54840977533435e-111,"T cells"
"YWHAG",2.2414731276963e-115,-0.395990001621404,0.28,0.467,6.93310053127742e-111,"T cells"
"L1TD1li4",2.46142048106868e-115,0.594714567051617,0.141,0.078,7.61341968999352e-111,"T cells"
"LRRC28li1",2.49620147613167e-115,-0.260348836412633,0.024,0.127,7.72100078582285e-111,"T cells"
"HLA-DMB",2.52339442219793e-115,-0.799059045002441,0.057,0.183,7.80511128730042e-111,"T cells"
"NCF4",3.16979873964446e-115,0.368580415161298,0.19,0.072,9.80450448159427e-111,"T cells"
"HLTF",3.64537496613352e-115,-0.36246105518597,0.165,0.331,1.12755093077476e-110,"T cells"
"RPA2",7.95366059238733e-115,0.484507921816965,0.182,0.103,2.46014675783133e-110,"T cells"
"SPATS2",8.92464974000358e-115,-0.269406319047772,0.014,0.11,2.76048341108051e-110,"T cells"
"TBCC",1.01518263438552e-114,0.499555936122811,0.206,0.12,3.14006140641785e-110,"T cells"
"MEMO1",1.05665558228376e-114,0.534569644536903,0.189,0.12,3.26834138156191e-110,"T cells"
"NDRG1",1.51698952070529e-114,-0.461950341958544,0.02,0.123,4.69220028649354e-110,"T cells"
"PDLIM5",1.76892456380201e-114,-0.373100966691268,0.067,0.198,5.471460568296e-110,"T cells"
"IER2",3.33961403388826e-114,0.560874663014028,0.494,0.394,1.03297601682198e-109,"T cells"
"TBC1D5",6.40667605742056e-114,0.426704389638572,0.332,0.31,1.98164897132075e-109,"T cells"
"CASP8AP2",7.62824577665358e-114,0.47748971876579,0.219,0.152,2.35949270117672e-109,"T cells"
"MAP3K8",7.77546429620566e-114,0.517760690732421,0.148,0.054,2.40502886145937e-109,"T cells"
"MAML1",8.09656415231966e-114,-0.353266462899565,0.2,0.372,2.50434825795399e-109,"T cells"
"SPART",8.2156955767824e-114,-0.254575365341777,0.099,0.233,2.54119679885456e-109,"T cells"
"RBPMS2",1.0168234223707e-113,-0.377939373587822,0.011,0.101,3.14513652773481e-109,"T cells"
"GSTO2",1.28948992342516e-113,-0.431527777501437,0.266,0.45,3.98852128214636e-109,"T cells"
"VPS45",1.50881402429051e-113,0.524183923407665,0.556,0.494,4.66691265853297e-109,"T cells"
"NHLRC2",1.62725267024482e-113,0.452993232242676,0.317,0.273,5.03325523433426e-109,"T cells"
"MS4A4A",1.66083251764616e-113,-1.3112248244366,0.038,0.144,5.13712106033133e-109,"T cells"
"COX5B",2.73521129789188e-113,-0.617580032164127,0.493,0.647,8.46028206550939e-109,"T cells"
"OXA1L",4.05028659587781e-113,-0.305859936171363,0.128,0.281,1.25279414697096e-108,"T cells"
"RPL9li30",5.97451945708593e-113,0.317378675175888,0.964,0.936,1.84797861327125e-108,"T cells"
"MLRN",7.42875731003245e-113,0.396941630892338,0.725,0.687,2.29778892356614e-108,"T cells"
"HSPA1",7.68881792655442e-113,-0.388199555055299,0.47,0.657,2.37822827286255e-108,"T cells"
"COQ10A",7.72738020860847e-113,-0.285623749576963,0.061,0.186,2.39015597232469e-108,"T cells"
"ABHD4",1.69916374120218e-112,-0.256190199549778,0.067,0.192,5.25568336791245e-108,"T cells"
"MTDH",1.82508993445876e-112,0.360678154442254,0.584,0.573,5.64518567627438e-108,"T cells"
"TLE2",1.86777419486541e-112,-0.276069042010978,0.022,0.119,5.77721236213821e-108,"T cells"
"TSTD3",1.96610552543854e-112,-0.321449813808426,0.098,0.239,6.08136100073394e-108,"T cells"
"KLF6",3.81698414255418e-112,0.594147796551326,0.54,0.443,1.18063136513343e-107,"T cells"
"TRA-AS-1",4.57863254570784e-112,-0.268097323791194,0.013,0.104,1.41621683271289e-107,"T cells"
"PICALM",6.66438197260114e-112,0.460359968123327,0.346,0.301,2.06135998794526e-107,"T cells"
"CDK6",7.67902406154241e-112,0.43064834318086,0.342,0.32,2.37519893247568e-107,"T cells"
"KANSL1",7.94418583207673e-112,0.474050172698453,0.237,0.156,2.45721611971965e-107,"T cells"
"ZMYM6",8.07665078142543e-112,0.489315825361201,0.26,0.182,2.4981888532027e-107,"T cells"
"SNX2",9.45485584822634e-112,-0.435999894786984,0.187,0.358,2.92448146241489e-107,"T cells"
"CREG1",9.62846418764736e-112,-0.345161010467282,0.028,0.136,2.9781802578812e-107,"T cells"
"HLA-DPA1li2",1.10489132297539e-111,-1.46118371886432,0.093,0.22,3.41753935109517e-107,"T cells"
"COPB2",1.18083288934352e-111,-0.429097417677762,0.206,0.381,3.65243421002844e-107,"T cells"
"TMEM184B",1.69218684794008e-111,-0.291180414398574,0.045,0.161,5.23410313936347e-107,"T cells"
"GKAP1",2.67128349979939e-111,-0.301050590342343,0.087,0.221,8.26254699322949e-107,"T cells"
"SDHC",2.78250951307947e-111,-0.352476020706959,0.122,0.274,8.6065801749061e-107,"T cells"
"CHTOP-AS-1",3.06193163896948e-111,0.493592033168256,0.192,0.11,9.47086075249651e-107,"T cells"
"LYZ",3.37530316986425e-111,-2.6006440804224,0.144,0.211,1.04401502347071e-106,"T cells"
"CDK13",5.57906923817383e-111,0.434784413749786,0.322,0.28,1.72566190605955e-106,"T cells"
"MAL",8.05381630339036e-111,-0.882969439551184,0.146,0.293,2.49112592080167e-106,"T cells"
"LRRC41",1.18387694145526e-110,-0.27764967672812,0.088,0.224,3.66184976761526e-106,"T cells"
"TCERG1",1.66429905538243e-110,0.392619345962992,0.242,0.211,5.14784340820339e-106,"T cells"
"SEC63",3.20207677009278e-110,-0.317830534809652,0.222,0.391,9.90434365757398e-106,"T cells"
"TRIM33",3.28914262318008e-110,0.410819861520368,0.271,0.238,1.01736470477583e-105,"T cells"
"SOX17",3.5997913707334e-110,-0.520775811069225,0.014,0.107,1.11345146888155e-105,"T cells"
"PTPN12-AS-3",3.85379069107816e-110,0.409144187817475,0.113,0.034,1.19201599865739e-105,"T cells"
"MIER1",3.95834855341381e-110,0.443362752395241,0.439,0.381,1.22435679105643e-105,"T cells"
"NDUFAF3",4.0474530446883e-110,-0.424971191109328,0.207,0.381,1.25191770125254e-105,"T cells"
"B4GALT5",4.08638323260486e-110,-0.489580343922157,0.142,0.303,1.26395919767701e-105,"T cells"
"ATP6V0D1",4.66646872285029e-110,-0.277002213592135,0.134,0.281,1.44338544066482e-105,"T cells"
"HNRNPM",5.13175474718149e-110,0.296261779106591,0.425,0.437,1.58730306085071e-105,"T cells"
"PF4",6.52985736933479e-110,-0.539882245112251,0.017,0.114,2.01975018290894e-105,"T cells"
"MLEC",7.64292110129362e-110,-0.664139173862747,0.257,0.423,2.36403192584113e-105,"T cells"
"SGMS1",8.32357266159107e-110,0.550816441576714,0.399,0.295,2.57456425995673e-105,"T cells"
"GSKIP",8.36394924955541e-110,-0.391732953961376,0.128,0.283,2.58705314237998e-105,"T cells"
"SHROOM2",1.49239846824989e-109,-0.274403924609072,0.013,0.1,4.61613770214372e-105,"T cells"
"HPRT1",1.52848980500403e-109,0.382553014479135,0.275,0.248,4.72777181585797e-105,"T cells"
"PLAAT3",1.91107185689746e-109,0.509774948816252,0.228,0.109,5.91113636056953e-105,"T cells"
"HNRNPA3",1.93316021740535e-109,0.343147964316202,0.529,0.518,5.97945786845649e-105,"T cells"
"SSR3",1.99129658257242e-109,-0.488500853101913,0.409,0.59,6.15927945955475e-105,"T cells"
"CSGALNACT1",2.78042951422542e-109,-0.874563169257159,0.126,0.264,8.60014653045065e-105,"T cells"
"CHID1",2.98569039375021e-109,-0.276861385663361,0.126,0.269,9.23503895690878e-105,"T cells"
"OXR1",7.8338521624123e-109,-0.281993368459093,0.153,0.303,2.42308881235575e-104,"T cells"
"ARRDC3",8.52910674746039e-109,-0.62522111906819,0.277,0.458,2.63813800805697e-104,"T cells"
"RBM3li2",9.02184450553601e-109,0.415928168161479,0.323,0.295,2.79054672400734e-104,"T cells"
"EIF3A",1.16916372191172e-108,0.354055041776396,0.628,0.605,3.61634030824513e-104,"T cells"
"MICOS13",2.17854406812296e-108,-0.475002463547577,0.276,0.458,6.73845465711114e-104,"T cells"
"IMPAD1",2.27107844324862e-108,-0.252648063677195,0.094,0.225,7.02467273281231e-104,"T cells"
"AKR7A2li1",2.33662800507154e-108,-0.266911335588118,0.098,0.232,7.22742408248677e-104,"T cells"
"CHTOP",3.02740389028308e-108,-0.66440439696995,0.309,0.491,9.36406297303459e-104,"T cells"
"UPF3B",3.66564257107125e-108,0.483936679877421,0.234,0.149,1.13381990365805e-103,"T cells"
"KCNQ1",5.3463963166786e-108,-0.40831062625279,0.023,0.124,1.65369384471186e-103,"T cells"
"ENVli48",5.42173392579776e-108,0.44490347883873,0.179,0.09,1.6769965205885e-103,"T cells"
"NIPSNAP2",7.19093588714674e-108,-0.453974710511737,0.189,0.359,2.22422837925336e-103,"T cells"
"MTARC2",8.59893722814568e-108,-0.299352213259584,0.045,0.161,2.65973727403774e-103,"T cells"
"ERH",1.0704027237056e-107,0.281835906340125,0.453,0.477,3.31086266469379e-103,"T cells"
"RPL10",1.07607134831169e-107,0.348705725043074,0.894,0.85,3.32839628746288e-103,"T cells"
"TDG",2.08304901287183e-107,0.448559548884347,0.211,0.129,6.44307890171386e-103,"T cells"
"FAM43A",2.31460092896421e-107,-0.321515079188244,0.039,0.148,7.15929213337919e-103,"T cells"
"MORF4L2li5",2.53669557892403e-107,-0.325743269103126,0.178,0.339,7.84625309516992e-103,"T cells"
"DENND4C",2.61599166357689e-107,-0.290138312346758,0.075,0.202,8.09152381460969e-103,"T cells"
"SAFB",3.38748976112405e-107,0.43202949660287,0.298,0.247,1.04778445801328e-102,"T cells"
"TESC",3.44425471853596e-107,0.386014637921329,0.135,0.041,1.06534242699036e-102,"T cells"
"IDH3G",3.5870266315174e-107,-0.416779757103278,0.247,0.424,1.10950320739465e-102,"T cells"
"EXT2",4.56992306495449e-107,-0.25595252068448,0.056,0.173,1.41352290322107e-102,"T cells"
"IBTK",5.12313909295903e-107,-0.256931431216637,0.099,0.231,1.58463815284316e-102,"T cells"
